"title","text","label","source"
"Tourism in transition: The evolution of Nepal’s policy, purpose and promise","File: Tourists viewing a mountain range in Nepal 
 Tourism has long been one of Nepal’s economic anchors, shaping livelihoods in the hills, plains, and cities alike. It creates jobs, brings in foreign exchange, and keeps many rural communities connected to national progress. But tourism has never been a fixed story. It shifts with political change, global conditions, new technologies, and the expectations of each generation. Looking back to the early 1970s, we see a country learning from setbacks, broadening its ambition, and slowly redefining what tourism can mean beyond picturesque landscapes. 
 Nepal’s formal tourism journey began with the  1972 Tourism Master Plan , drafted with support from the Government of Germany. It provided the first structured roadmap, identifying trekking, mountaineering, wildlife, arts, and heritage as the country’s core offerings, and outlining the institutions needed to guide them.  
 The Tourism Act of 1978 then brought order to a growing sector by setting licensing rules and regulating mountaineering, while the Nepal Tourism Board Act of 1997 established a public–private model that professionalised marketing and gave industry stakeholders a seat at the table. By the early 2000s, Nepal had a clearer identity, stronger institutions, and the basic framework of a modern  tourism  economy. 
 The policy maturation era: 2000–2024 
 From 2000 onwards, Nepal moved from building foundations to reshaping intent. The Tourism Policy 2065 (2008/09) widened the lens beyond mountaineering and monuments. It helped push community-based tourism, sustainability, gender inclusion and rural opportunity into the mainstream. The Homestay Working Procedure 2067 (2010) then turned a grassroots practice into a regulated, nation-defining product anchoring visitor spending where it matters most: in households, women’s groups, cooperatives and village businesses.  
 Ambition leapt higher with Tourism Vision 2020, which sought scale and new connectivity. Progress was dented by the 2015 earthquake and global headwinds, but the intent mattered: it placed aviation capacity, regional destination hubs and private investment at the centre of the growth story. 
 The National Tourism Strategic Plan (2016–2025) tried to tie it all together, targets, costing, human capital, product diversification, quality and a framework for recovery. By 2024, Nepal’s tourism governance was more mature, more inclusive and more data-aware than ever before, even as implementation gaps persisted in coordination, aviation reform and digital systems. 
 A new chapter: Tourism policy 2082 (2025) 
 
 File 
 With endorsement from the Upper House, the Tourism Policy 2082 arrives not as an incremental update but as a course correction for the federal era. It frames a clear national identity Unique Tourism Destination: Nepal,” and then builds the operating system to make that identity real.  
 The first strength is federal alignment with accountability. A National Tourism Council is tasked to bring federal, provincial and local tiers into one cadence. This is how policy becomes roads, signage, rescue readiness, heritage upkeep and destination management on the ground. It is also how air gateways, border posts, provincial circuits and municipal bylaws stop working at cross-purposes and start serving a single visitor journey. 
 The second strength is digital transformation with measurement. Tourism today is searched, booked and judged online before a guest has even packed a bag. The policy’s focus on e-visa expansion, integrated data systems and a Tourism Satellite Account is the difference between flying blind and flying by instruments. With TSA-grade evidence, Nepal can finally set realistic targets for length of stay, spending, jobs and seasonality and can course-correct quickly when shocks hit.  
 Third, the policy confronts connectivity and capacity. Encouraging private participation in airport development and upgrading regional airports signals a practical response to chronic bottlenecks. If Pokhara and Lumbini are to become true international gateways, they need governance models and route-development programs that match the ambition of the infrastructure. The policy points in that direction. 
 Fourth, it rebalances the product portfolio. Nepal will always be the world’s address for trekking and mountaineering, but growth must also come from wellness and Ayurveda, spiritual and cultural journeys, conservation-anchored eco-tourism, homestays that deliver authentic immersion, and a renewed push for MICE where the country has a natural advantage in retreats, learning programs and off-sites. The policy treats diversification not as a slogan but as risk management and value creation. 
 Fifth, sustainability is not a footnote but the organising principle. Climate change is already redrawing the map of risk in the Himalaya. The policy’s insistence on green infrastructure, responsible practices and environmental adaptation is both moral sense and market sense. Future travellers will pay for destinations that can prove they are protecting what they sell. 
 Finally, the policy addresses quality and trust, the soft power that determines reputation. It empowers standards, professionalises the service chain and opens the door to enforceable norms across guiding, safety, hygiene and digital behaviour. This is where the new policy must be unrelenting. Nepal’s brand will not be rebuilt by posters but by predictable, high-quality experiences and the confidence that what is promised online is delivered on the ground. 
 Photo: Pexels/ Kaboompics 
 On rebuilding trust in the digital age: Nepal has been bruised by online scams, rumour cycles and influencer theatrics. The remedy is not to shout louder but to be cleaner: verified operator registries; clear recourse for digital misrepresentation; rapid-response fact-checking; brand-safe partnerships; and a single national content spine that embassies, diaspora groups, airlines and the private sector can all amplify. A “Rebrand Nepal” effort must be less about taglines and more about systems that keep the brand from being hijacked. 
 On closing the execution gap: Past policies stumbled not for lack of ideas but for lack of follow-through. Tourism Policy 2082 will stand or fall on disciplined implementation: fixing the airport management and route development; pushing service quality and skills; installing modern data rails; empowering municipalities to manage crowding, waste and behaviour; and ensuring every province has a bankable, climate-aware destination plan. When the centre sets standard,s and the local level owns delivery, results compound. 
 The way forward 
 From the 1972 Master Plan to the 2025 Policy, Nepal has moved from blueprint to brand, from product to experience, from centralised control to cooperative federalism. The new policy offers more than hope; it offers a working method for turning identity into income while protecting culture and nature. If we execute with integrity and speed, cleaning the digital ecosystem, aligning institutions, incentivising quality and measuring what matters, tourism can shift from volatility to resilience, from seasonal cycles to year- round value. 
 The vision is clear. The momentum is here. What remains is the discipline to make promises visible— to travellers in their search bars, to communities in their incomes, and to the nation in its balance sheet. Nepal stands at an inflexion point. With the right actions, Tourism Policy 2082 can guide us to a stronger, smarter and more durable tourism future. 
 
 
 The post  Tourism in transition: The evolution of Nepal’s policy, purpose and promise  appeared first on  OnlineKhabar English News .","1","OnlineKhabar English"
"Land revenue offices collect Rs 5 billion in revenue last month","Revenue collection 
 Kathmandu, February 16 
 The Land Revenue Offices across the country collected Rs 5 billion in revenue in the month of Magh. The amount of total revenue decreased last month compared to the previous month, it is said. The Land Management and Record Department stated that the offices across the country collected Rs 315.8 million from service tax, more than Rs 2.68 billion from registration fees and Rs 1.96 billion plus was collected from capital gain tax.  
 The offices had collected Rs 5.17 billion in revenue in Poush, the Department said. According to the Department, the total transaction of the real estate property has not increased substantially in recent months. Last month, a total of 50,837 real estate properties were traded, which was slightly more than the month of the last fiscal year. 
 The post  Land revenue offices collect Rs 5 billion in revenue last month  appeared first on  OnlineKhabar English News .","1","OnlineKhabar English"
"Gold, silver prices see slight decline","Kathmandu, February 16 
 The price of gold and silver has slightly decreased in the domestic market today. According to the Federation of Nepal Gold and Silver Dealers’ Association, the price of gold has declined by Rs 3,000 per tola (11.66 grammes) and silver by Rs 125 per tola today. 
 The Federation has determined the gold price at Rs 302,800 per tola and silver at Rs 4,985 per tola. Gold price was Rs 305,800 per tola on Sunday, while silver was traded at Rs 4,860 per tola.  
 According to international media, gold is being traded at 5,025 US dollars per ounce and silver at Rs 77 US dollars per ounce today. 
 The post  Gold, silver prices see slight decline  appeared first on  OnlineKhabar English News .","1","OnlineKhabar English"
"Gas Explosion in Central Nigeria Kills at Least 38 Miners","Kathmandu. Local sources informed AFP that at least 38 miners died in a gas explosion in Plateau State, central Nigeria,...","1","Ratopati"
"Rastriya Swatantra Party Holds 'Change Declaration Assembly' in Dhangadhi Amidst Enthusiastic Turnout","Dhangadhi. On Wednesday, February 6 (Bikram Sambat), the Rastriya Swatantra Party (RSP) organized a 'Change Declaration Assembly' at an open...","1","Ratopati"
"Home Minister Inspects Election Preparations in Kathmandu's Gokarneshwor Area","Kathmandu. Home Minister Om Prakash Aryal conducted an on-site inspection of the Sundarijal area, falling under Kathmandu's Constituency No. 3,...","1","Ratopati"
"Nepali Congress to Hold Open Q&A; Session on Electoral Manifesto in Kathmandu","Kathmandu. The Nepali Congress is set to hold an open question-and-answer session regarding the issues included in its electoral manifesto....","1","Ratopati"
"Indian Prime Minister Modi Meets Google CEO Sundar Pichai to Discuss AI Collaboration","New Delhi. Indian Prime Minister Narendra Modi held a special meeting with Sundar Pichai, CEO of Google and its parent...","1","Ratopati"
"Nepali Congress Launches 'Team Nepal' Concept in Madhesh, Pledges Strict Adherence to Commitments","Kathmandu. The Nepali Congress has introduced the concept of 'Team Nepal' from the Madhesh Province. While unveiling its manifesto on...","1","Ratopati"
"Man Arrested for Allegedly Sexually Harassing Female Student on Way to Kathmandu College","Police have arrested a young man for allegedly sexually harassing a female student by blocking her path while she was...","1","Ratopati"
"Janata Samajbadi Party Chair Upendra Yadav Stresses Federalism Defense and Madhes Liberation as Key Agendas","Saptari. Janata Samajbadi Party (JSP) Nepal Chairman Upendra Yadav has stated that the defense of a fully empowered federalism and...","1","Ratopati"
"Maoist Leader Prachanda Pledges to Make Rukum East a Model District for Development","Rukum East. CPN Chairman Pushpa Kamal Dahal 'Prachanda' has announced that Rukum East, which served as the base area for...","1","Ratopati"
"Nepali Congress President Gagan Thapa Pledges to Transform Politics and Development, Focusing on Madhes Region","Kathmandu. Nepali Congress President Gagan Thapa has pledged to change the country's political and developmental style. With a resolution to...","1","Ratopati"
"Pakistan Secures Super 8 Spot in T20 World Cup After Dominating Namibia","New Delhi. Pakistan has secured a place in the Super 8 stage of the T20 World Cup under Group A...","1","Ratopati"
"Madhesh-Centric Parties and Leaders Fade from Election Spotlight Amidst Shifting Political Landscape","Kathmandu. Madhesh-centric parties and their leaders, who have been central to election discussions since 2064 BS, have been overshadowed this...","1","Ratopati"
"Nepali Congress President Thapa Pledges to Eliminate Misgovernance and Poverty in Five Years with 'Team Nepal' Initiative","Kathmandu. Nepali Congress President Gagan Thapa has stated that he will eliminate misgovernance and poverty in five years by forming...","1","Ratopati"
"Rabi Lamichhane and Balen Shah Urge Voters to Write a 'Golden History' at RSP Rally in Dhangadhi","Kathmandu. The Chairman of the Rastriya Swatantra Party (RSP), Rabi Lamichhane, and senior leader Balen Shah urged voters on Wednesday...","1","Ratopati"
"Japan Records First Trade Deficit in Three Months in January","Tokyo. Japan recorded a trade deficit of 115 billion yen (approximately 7.5 billion US dollars) in January of this year....","1","Ratopati"
"Nepali Congress VP Sharma: The Question Now is Who Will Save the Nation, Not Who Forms the Government","Kathmandu. Nepali Congress Vice President Bishwa Prakash Sharma has stated that the current question is not about who forms the...","1","Ratopati"
"RSP Leader Balen Shah Pledges to Transform Far-West Nepal into 'Near-West' During Election Rally","Kathmandu. Senior leader of Rastriya Swatantra Party (RSP), Balen Shah, stated that the party's agenda is to transform the Far-West...","1","Ratopati"
"Nepali Congress Unveils 10-Point Vision for Good Governance and Prosperity","Kathmandu. The Nepali Congress has unveiled its detailed 10-point vision aimed at establishing good governance and prosperity in the country....","1","Ratopati"
"Pakistan Sets Massive 200-Run Target Against Namibia in T20 World Cup Group A Clash","New Delhi. In the T20 World Cup Group A match, Pakistan has set a massive target of 200 runs before...","1","Ratopati"
"Former Nepali Congress Vice President Nidhi Stresses Need for Majority in Upcoming Elections to Safeguard Current System","Kathmandu. Former Vice President of the Nepali Congress, Bimalendra Nidhi, has stated that the Congress must secure a majority in...","1","Ratopati"
"Rabi Lamichhane Claims End to Misgovernance in Upcoming Elections, Urges Voters to 'Contract' Leaders","Dhangadhi. Chairman of the Rastriya Swatantra Party (RSP), Rabi Lamichhane, has claimed that the 'shutter' of misgovernance and disorder plaguing...","1","Ratopati"
"Rastriya Swatantra Party Pledges Comprehensive Development and Cultural Integration for Sudurpashchim Province","Dhangadhi. The Rastriya Swatantra Party (RSP) has announced that it will make the comprehensive development and cultural integration of the...","1","Ratopati"
"Mark Zuckerberg to Testify in Landmark Social Media Addiction Trial Against Meta","Washington D.C. – Facebook owner Mark Zuckerberg is set to appear in court on Wednesday to testify before a jury...","1","Ratopati"
"Nepali Congress Unveils Election Manifesto Ahead of February 21 Polls","Kathmandu. The Nepali Congress has unveiled its manifesto for the House of Representatives election scheduled for February 21. Party President...","1","Ratopati"
"MRI-Guided Cryoablation System in Sydney Offers Less Invasive Alternative to Traditional Tumor Surgery","Kathmandu. The moment we hear the name of cancer or any tumor, the first thing that comes to mind is...","1","Ratopati"
"Multi-Vehicle Pileup in Colorado Kills Four, Injures Dozens","Washington D.C. A major accident involving more than 30 vehicles occurred in the US state of Colorado, resulting in the...","1","Ratopati"
"Two Arrested in Tanahun with Country-Made Firearms","Tanahun. Two individuals have been arrested in Devghat Rural Municipality-4, Tanahun, in possession of two country-made firearms. The arrested individuals...","1","Ratopati"
"Former King Gyanendra Criticizes Current Political State, Calls for Discarding Flawed System","Kathmandu. Former King Gyanendra Shah has expressed dissatisfaction with the current political situation in the country, stating that the system...","1","Ratopati"
"India Faces Netherlands in Final Group Stage T20 World Cup Clash in Ahmedabad","Ahmedabad. India will play its final group stage match of the T20 World Cup against the Netherlands today. The match...","1","Ratopati"
"Former Rastriya Swatantra Party Leader Alleges Party's Policies Deteriorated Due to Wrong Leadership","Kathmandu. Mamata Sharma, who resigned from the Rastriya Swatantra Party (RSP), stated that the RSP's policies have been ruined due...","1","Ratopati"
"NC CWC endorses manifesto for HoR election","Kathmandu, Feb 18: The virtual meeting of the Nepali Congress (NC)'s Central Working Committee (CWC) held today endorsed the party's manifesto for the March 5 election to the House of Representatives (HoR).      The meeting presided over by party President Gagan Kumar Thapa unanimously passed the party's manifesto, informed Krishna Prasad Dulal, Acting Chief Secretary.      The NC is set to officially unveil the manifesto today at a special ceremony in Janakpur.      Party President Thapa, Vice-President Bishwo Prakash Sharma among other central leaders are scheduled to address the manifesto unveiling ceremony, it was said.      Devraj Chalise, party's Spokesperson, asserted that manifesto unveiling ceremony to be held in the historic and cultural city of Janakpurdham is not merely a political program but a historic opportunity intended to convey a message of Madhesh's dignity, inclusive democracy and national unity.      He shared that a press conference will be organized later today at the party's central office at Sanepa, Lalitpur to provide details about the manifesto unveiled in Janakpur.      A briefing on the manifesto took place today at 4 pm.(RSS) 
					The Rising Nepal is Nepal’s first English broadsheet daily published by the Gorkhapatra Corporation, an undertaking of the Government of Nepal. The risingnepaldaily.com is Online edition of the daily newspaper.
				 Dharmapath, Kathmandu , Nepal Phone : +977-1-4222921 Fax : 422438 Email : risingnepaldaily@gmail.com Toll Free No. : 1660-01-94444 DoIB Registration No. : 1538/076-77 
NTB (Nepal Tourism Board)
 
Foreign Exchange (FOREX)
 
Foreign Ministry
 
MOCIT
 
Privacy Policy
 Chairman :  Govinda Prasad Bhandari General Manager : Lal Bahadur Airi Acting Editor-in-Chief(Print) : Bishnu Prasad Gautam (The Rising Nepal Daily) DIGITAL HEAD : NARADMUNI GAUTAM Acting Editor : Nanda Lal Tiwari","1","The Rising Nepal"
"Nepal crash out of T20 World Cup 2026 after third straight defeat","By A Staff Reporter,Kathmandu, Feb. 16: Nepal’s captain Rohit Paudel on Sunday admitted that batting failures were the chief reason behind his side’s exit from the group stage of the ICC Men’s T20 World Cup 2026. Nepal bowed out of their third World Cup campaign after suffering three straight defeats in Group C. Their latest loss came against two‑time champions West Indies, who cruised to a nine‑wicket victory at the Wankhede Stadium in Mumbai.  “As a batting unit, we failed again. We are missing out on partnerships. We are getting stands of 20 or 30 but not stretching them,” Paudel said. “Those of us getting starts are not converting them into big scores. Those are the areas where we need to improve.” Put in to bat first, Nepal were restricted to 133 for eight in their 20 overs. They slumped to 73 for six in 15 overs before vice‑captain Dipendra Singh Airee and Sompal Kami carried them past three figures. Airee and Kami added 54 for the seventh wicket before Airee holed out to Jason Holder in the 19th over, leaving Nepal 127 for seven. Airee’s fluent 58 from 47 balls, with three fours and three sixes, was his 11th T20 international fifty and made him only the second Nepali player to reach a half‑century in a World Cup. Subash Khakurel was the first, against Afghanistan in Bangladesh in 2014.  Paudel praised his deputy’s effort: “He took his time and played very well. He accelerated at the end, but early on when the wicket was difficult, he managed to wait for his opportunity and then cashed in. We all need to learn from that.” Kami, making his first appearance of this tournament, contributed an unbeaten 26 from 15 balls. With it, he became the first player to represent Nepal in three T20 World Cups, having featured in 2014 and 2024. He replaced Sher Malla in the line‑up.  Reflecting on the campaign, Kami said: “We know that as a team we can perform better than this. But we failed to give our hundred per cent in the field. Especially, the loss against Italy was very hard to digest. We lost against South Africa, Bangladesh and England, but against Italy was very heartbreaking.” Nepal’s innings began poorly, losing opener Kushal Bhurtel for a single in the first over. Paudel followed for five in the fourth. Asif Sheikh (11), Aarif Sheikh (2), Lokesh Bam (13) and Gulshan Jha (11) all departed cheaply, leaving Airee and Kami to mount resistance. Holder returned figures of four for 27 and was named player of the match. The West Indies chased down the target with ease, finishing on 134 for one in 15.2 overs.  Captain Shai Hope struck an unbeaten 61 from 44 balls, including five boundaries and three sixes, while Shimron Hetmyer added 46 not out from 32 deliveries. The pair shared an unbroken stand of 91 for the second wicket. Brandon King contributed 17 before falling to Nandan Yadav in the sixth over. With three successive wins, West Indies became the first team to qualify for the Super Eights, while Nepal became the second side eliminated after earlier defeats to England and Italy. West Indies lead Group C with six points, England are second with four, and Scotland and Italy each have two. Nepal remain winless, with only Tuesday’s match against Scotland left to play, a contest now reduced to a battle for pride. Coach Stuart Law had warned on Saturday that social media was affecting the players’ performance. Paudel echoed his view, urging his squad to block out external noise. “If players listen to it, it will be hard for them to perform. When the team is losing, it is vital to keep everyone positive, and we are trying to do that,” he said. 
					The Rising Nepal is Nepal’s first English broadsheet daily published by the Gorkhapatra Corporation, an undertaking of the Government of Nepal. The risingnepaldaily.com is Online edition of the daily newspaper.
				 Dharmapath, Kathmandu , Nepal Phone : +977-1-4222921 Fax : 422438 Email : risingnepaldaily@gmail.com Toll Free No. : 1660-01-94444 DoIB Registration No. : 1538/076-77 
NTB (Nepal Tourism Board)
 
Foreign Exchange (FOREX)
 
Foreign Ministry
 
MOCIT
 
Privacy Policy
 Chairman :  Govinda Prasad Bhandari General Manager : Lal Bahadur Airi Acting Editor-in-Chief(Print) : Bishnu Prasad Gautam (The Rising Nepal Daily) DIGITAL HEAD : NARADMUNI GAUTAM Acting Editor : Nanda Lal Tiwari","1","The Rising Nepal"
"Prime Minister directs to move forward with Kathmandu-Terai Madhes fast track project","Photo: PM's Office By TRN Online, Kathmandu, Feb.17: Prime Minister Sushila Karki has directed to proceed with alternative planning by putting aside the debate of over Khokana, the departure point of the Kathmandu-Terai Madhes Fast Track. Prime Minister Karki has given this directive in the context of concerns being expressed by the local community regarding the impact on religious and cultural heritage and beliefs in Khokana, Lalitpur. She put forward the plan of the alternative route in the discussion held in the office of Prime Minister and the Council of Ministers held today.  PM Kakri had inspected the under construction Kathmandu-Terai Madhes Expressway on January 27. On that occasion, she stated that the concerns of local people must be taken seriously while carrying out development and construction works. She also emphasized that this national pride project should be completed at the earliest, even if it requires changing the starting point. Today, Prime Minister Karki invited Finance Minister Rameshwor Khanal, Law Minister Anil Kumar Sinha, Physical Infrastructure and Transport Minister Madhav Chaulagain, National Planning Commission Vice Chair Prakash Kumar Shrestha, Nepal Army Chief Ashok Raj Sigdel, and officials related to the fast track project and secretaries of the concerned ministries for a discussion. On the occasion, a briefing was held on behalf of the Nepal Army on the progress made in the project so far, problems, and expectations from the government.  “There should be no unnecessary delay in development work. Disputes should be resolved as much as possible. We should find alternatives and move forward,” Prime Minister Karki said.  She directed that the Detailed Project Report (DPR) be revised and that the starting point be determined from a mutually agreeable location instead of Khokana. 
					The Rising Nepal is Nepal’s first English broadsheet daily published by the Gorkhapatra Corporation, an undertaking of the Government of Nepal. The risingnepaldaily.com is Online edition of the daily newspaper.
				 Dharmapath, Kathmandu , Nepal Phone : +977-1-4222921 Fax : 422438 Email : risingnepaldaily@gmail.com Toll Free No. : 1660-01-94444 DoIB Registration No. : 1538/076-77 
NTB (Nepal Tourism Board)
 
Foreign Exchange (FOREX)
 
Foreign Ministry
 
MOCIT
 
Privacy Policy
 Chairman :  Govinda Prasad Bhandari General Manager : Lal Bahadur Airi Acting Editor-in-Chief(Print) : Bishnu Prasad Gautam (The Rising Nepal Daily) DIGITAL HEAD : NARADMUNI GAUTAM Acting Editor : Nanda Lal Tiwari","1","The Rising Nepal"
"Nepal is going to be a hub for global cinema: Bham","Renowned Nepali filmmaker Min Bahadur Bham has been selected as a jury member for the Berlin International Film Festival 2026, along with six other colleagues chosen from among thousands of filmmakers worldwide. With this achievement, Director Bham has become the first Nepali filmmaker to serve as a jury member at this world-renowned festival. Bham will share the jury stage with Bay Duna from South Korea, Shivendra Singh Dungarpur from India, Ewa Puszczynska from Poland, and the internationally acclaimed Wim Wenders. German filmmaker Wenders will serve as the Chairman of the 2026 International Jury panel. The film Sambhala, directed by Bham, competed in the main category at the Berlinale Festival in 2025. Raman Paudel from The Rising Nepal interviewed Bham, focusing on his experiences and the future possibilities for Nepali cinema.  You produced the film Bansuli as your first project. How do you recall your entire journey from Bansuli to becoming a Berlinale Jury member? Is this your topmost achievement, or is there more to achieve ? Honestly, I never thought of it as the biggest moment in my filmmaking career. I take it simply as a step. As you mentioned, I started my journey in 2012 with Bansuli, and now it has been more than a decade as an artist and a filmmaker. It is a long journey, and in fact, the journey never ends as long as I continue to create films. I am not in the mood or position to say that this is the peak of my career. I still have a long way to go. Even if I someday go to other festivals as a jury member, or present my own films, or even attend the Oscars, I truly believe that these are just milestones in a long journey as a filmmaker. I never get overly excited because of such success. I believe in hard work and karma. I am always more aware of my internal growth during this long journey. I would not be disappointed if I could not go to Berlin, and I would not be overly excited if I went to the Oscars. These are just part of the game. I see them as simple incidents—like a bus stop during a long journey on a highway.  A huge number of audience members and filmmakers, including those in the global film industry, expect more from you. How do you feel about the challenges ? There are always two kinds of challenges that I foresee. The first is external—like the expectations of the industry, the audience, film critics, and fellow filmmakers. That is very normal. I always respect those opinions. But I am even more aware of the internal challenges and motivations. That is more interesting to me than external expectations. Of course, I respect whatever people expect from me in the future. However, what truly matters to me is not only my growth as a filmmaker but also as a human being. I am more concerned about my internal growth—my spiritual growth. That is the real challenge for me.  What additional factor contributed to you becoming a jury member ? Officially, they never explained why they chose the other jury members. It is probably based on their own protocol, structure, and ideology regarding whom to invite. If you look at the previous examples of the Berlinale, they have mostly invited actors as jury presidents, and often women. This time as well, among the seven jury members, the majority were women. The Berlinale always focuses on inclusion and minority communities. They try to represent different regions—Africa, Asia, transgender filmmakers, and other marginalised communities. My previous film was screened in Berlin, which likely made a strong impression. They also aim to maintain continuous relationships with filmmakers and film industries globally. That is one of the strengths of the festival. A few days ago, I read an interview with the Berlin festival director. She mentioned that from 2012 to 2026, seven Nepali films have been screened at the Berlinale. The first was Highway by Deepak Rauniyar. Two years ago, it was Sambhala. And now, they invited me as a jury member. This shows that they truly want to be part of the growth of the Nepali film industry. They do not want to lose this momentum or break this relationship. I am optimistic that they are paying more attention to Nepali cinema. In the coming years, they may give more space to Nepali filmmakers or invite more filmmakers to serve as jurors in different sections. This is a very important relationship that filmmakers, the industry, and even our government and Film Development Board should understand. I also want to add that Nepali audiences have very high visual literacy compared to many other countries. Young readers in Nepal are reading Paulo Coelho, Haruki Murakami, Khalil Gibran, and other global writers. They listen to Lady Gaga and Pink Floyd. There is still an audience for jazz, modern pop, and global hip-hop. We are very international in our tastes. The visual literacy of Nepali audiences is dynamic, and this is a positive sign for our future. Looking at the larger pattern of world cinema, the wave has shifted from Japan during the time of Akira Kurosawa, to India during Satyajit Ray, then to Iran during Abbas Kiarostami and Jafar Panahi, and recently to South Korea. Now, I believe the wave is moving toward Vietnam, largely due to supportive government policies, economic growth, and young filmmakers who dare to express their vulnerability. In that context, I believe Nepal is in a strong position within South Asia. I am optimistic and proud to say that after Vietnam, the next wave of world cinema could turn toward Nepal. Within a decade, Nepal could become a major hub in global cinema—if we are strategically aware and prepared to hold that position.  Some writers and activists criticised your film Kalopothi, saying it was dominated by a Western perspective and overlooked the Maoist Revolution. How do you respond ? I accept all kinds of criticism. I truly value criticism and take it as a compliment. However, to be honest, neither positive nor negative comments deeply affect me as an artist. Being a filmmaker means being human first. I have my own limitations. Naturally, my perspective, strength, and opinions will reflect in my films. That includes political beliefs, spiritual beliefs, and how I see life and nature. That is the beauty of being an artist. I create art not for the sake of making everyone happy, but to express my own truth.  You mentioned that you are not affected by external reactions. Is this because of your achievements or your belief in Buddhism ? Neither. It is not because of Buddhism, nor due to my film making or participation in major festivals. The beauty of being an artist is that the more success you achieve, the more grounded you become. That is the power of art. Of course, I respect my audience and value criticism. I respect journalists and critics. But the reason I say that praise or criticism does not affect me is because I want to remain internally light. I want to express my suffocations. I want to explore my vulnerability with courage.  Nabin Subba once said that we need to explore our own craft—from Thangka or the Mahabharata. Do you feel that challenge ? Yes, I am very close to Nabin Subba. We often discuss our history, tradition, culture, and artistic values. I deeply value these sources. They can be a great inspiration for young filmmakers. I always look toward spiritual, religious, and cultural elements when building narratives. For example, in Bansuli, the idea was inspired by Hindu mythology—where Lord Krishna never allowed the gopis to play the flute. These are elements we need to rediscover and reinterpret. That is very important for an artist.  You seem like a Buddhist monk, yet you are involved in politics and are also a powerful filmmaker. How do you manage all these roles ? First, let me clarify why I am involved in politics. It is not new for me. I have been involved since my student union days. I am not here to become Prime Minister or Home Minister. I do not carry such ambitions. I want to reform the art industry—cinema, theater, music, literature. I want to improve policies and create a better position for art and culture. Regarding spirituality, there is a saying that sometimes the most extreme or passionate individuals can achieve spiritual growth quickly because of that intensity. Contrast is powerful. The contrast between politics, cinema, and spirituality is something I enjoy. These three elements are interconnected. We just need to find the connecting points. For me, managing these roles is about understanding that they are not separate worlds—they are different expressions of the same inner search. 
					The Rising Nepal is Nepal’s first English broadsheet daily published by the Gorkhapatra Corporation, an undertaking of the Government of Nepal. The risingnepaldaily.com is Online edition of the daily newspaper.
				 Dharmapath, Kathmandu , Nepal Phone : +977-1-4222921 Fax : 422438 Email : risingnepaldaily@gmail.com Toll Free No. : 1660-01-94444 DoIB Registration No. : 1538/076-77 
NTB (Nepal Tourism Board)
 
Foreign Exchange (FOREX)
 
Foreign Ministry
 
MOCIT
 
Privacy Policy
 Chairman :  Govinda Prasad Bhandari General Manager : Lal Bahadur Airi Acting Editor-in-Chief(Print) : Bishnu Prasad Gautam (The Rising Nepal Daily) DIGITAL HEAD : NARADMUNI GAUTAM Acting Editor : Nanda Lal Tiwari","1","The Rising Nepal"
